"lat","lon","nl_mean","nl_min","nl_max","nl_median","nl_sd","cluster","wealthscore","n"
10.083157,123.595508,3.22727272727273,0,9,3,2.2709380955082,341,-50041.7619047619,21
10.083358,124.1084,1.40559440559441,0,3,0,1.44494145423462,327,-1827.73684210526,19
10.113304,123.674545,4.74285714285714,0,9,5,2.49134163552746,342,-10243.9047619048,21
10.154047,123.243526,0.74,0,5,0,1.48563592241159,367,-49185.6470588235,17
10.171873,125.571289,0.194805194805195,0,3,0,0.686736357380328,808,-4009.28571428571,14
10.225965,124.848514,0.151515151515152,0,3,0,0.640179668054979,407,-106399.777777778,18
10.245957,123.047016,0.6125,0,5,0,1.32696987780574,313,-60340.2666666667,15
10.263178,123.939766,22.3625,3,57,18,16.0519939395068,351,-68663.05,20
10.266029,123.82128,24.1306818181818,4,58,21,15.2959367747837,361,115482.846153846,13
10.266184,125.070343,0.244318181818182,0,3,0,0.808859225547466,406,-42635.5789473684,19
10.270743,124.842448,0.258823529411765,0,3,0,0.794253639849076,388,-93911.3888888889,18
10.271275,119.239248,0,0,0,0,0,234,-91700.1875,16
10.276026,123.851817,29.0340909090909,5,59,27,17.0601951847058,350,85762.625,32
10.293422,123.94883,35.8502673796791,4,61,34,18.2603347504075,354,46221.8571428571,7
10.298653,123.874298,36.2032085561497,5,61,38,18.3570147259792,346,35996.5,14
10.30389,123.962736,38.86875,6,61,39.5,17.246682982515,353,65000.875,8
10.304817,123.896145,42.9625,8,61,48,15.7603465067421,348,72328.1666666667,12
10.305637,123.88195,39.0855614973262,6,61,42,18.0778827347749,345,24367.2222222222,9
10.314048,123.908258,45.6631016042781,8,61,50,14.4303621444042,343,15260.8888888889,9
10.315225,123.911736,45.6631016042781,8,61,50,14.4303621444042,344,35778.5,8
10.317688,124.815665,0.898395721925134,0,4,0,1.37776021821881,387,-102356.388888889,18
10.323459,124.804874,0.984848484848485,0,5,0,1.45482663410534,381,-18375.8095238095,21
10.326087,123.692424,4.27272727272727,3,10,4,1.37389429460451,363,-73519.125,16
10.334747,123.942654,46.0695187165775,10,61,52,14.0846321071968,357,6779.56756756757,37
10.336628,123.889633,38.7777777777778,5,61,48.5,20.6839898562855,349,115096.473684211,19
10.353454,123.955349,38.6555555555556,5,61,40.5,18.1942719889856,358,-3378.36,25
10.353935,123.880148,31.5111111111111,4,61,30.5,21.4300183366551,347,57721,22
10.36325,123.312734,0.461111111111111,0,4,0,1.10541525799732,373,-88601.4545454545,11
10.377145,119.465026,0,0,0,0,0,233,-104270.625,16
10.389645,125.192541,0.425837320574163,0,4,0,1.05861956209694,405,-20625.6666666667,18
10.390646,124.73377,1.25837320574163,0,5,0,1.57816813062151,385,-24551.45,20
10.398581,123.645276,3.85,0,15,3,3.20961028374412,362,11692.1666666667,18
10.422384,122.895321,3.64545454545455,0,12,4,2.33530131086683,318,-24934.3888888889,18
10.43873,123.71831,3.7965367965368,0,13,3,2.48774144944612,338,-25670.8235294118,17
10.444985,123.939984,7.5047619047619,3,19,7,3.30759256912433,355,-77002.4736842105,19
10.468121,122.550036,0.103896103896104,0,3,0,0.549729156658446,326,-83681.0952380952,21
10.473977,122.826038,2.53679653679654,0,9,3,1.97091595285171,321,-52343.4545454545,22
10.475757,123.054356,0.553719008264463,0,4,0,1.2218645246371,308,-104668,18
10.480843,123.349019,1.96694214876033,0,16,0,3.64033167130926,316,-87601.4285714286,14
10.481332,122.821126,2.57851239669421,0,8,3,2.08233855975416,315,-2124.36363636364,22
10.488822,123.819014,2.62396694214876,0,7,3,1.51175338794282,339,-132351.058823529,17
